claim_id,policy_id,claim_date,claim_amount,claim_status,claim_type,fraud_flag,days_to_process
CLM70393,POL50961,2025-12-23,134758.55,Approved,Theft,No,42
CLM70394,POL51908,2024-07-28,183227.72,Approved,Theft,No,25
CLM70395,POL50825,2021-11-18,101870.83,Rejected,Hospital,No,12
CLM70396,POL50083,2025-04-05,293579.25,Rejected,Hospital,No,5
CLM70397,POL52170,2021-12-23,52069.93,Pending,Theft,No,38
CLM70398,POL51764,2025-03-31,215802.7,Approved,Theft,No,24
CLM70399,POL50706,2022-12-20,188494.96,Rejected,Other,No,25
CLM70400,POL52720,2022-12-17,604943.2,Rejected,Death,Yes,42
CLM70401,POL52541,2025-01-24,118705.36,Approved,Hospital,No,17
CLM70402,POL52727,2025-12-17,122308.98,Pending,Other,No,5
CLM70403,POL51442,2023-06-10,344226.39,Rejected,Accident,No,30
CLM70404,POL50663,2025-04-07,1069818.54,Pending,Death,No,43
CLM70405,POL50490,2024-09-04,126199.12,Pending,Hospital,No,8
CLM70406,POL52684,2023-06-03,189767.07,Approved,Theft,No,44
CLM70407,POL52520,2022-01-22,170991.47,Approved,Other,No,24
CLM70408,POL52091,2023-11-22,279009.54,Approved,Accident,No,25
CLM70409,POL51437,2024-03-24,549549.64,Approved,Death,No,43
CLM70410,POL51081,2022-11-09,237811.64,Rejected,Hospital,Yes,15
CLM70411,POL51986,2023-04-21,1424060.06,Pending,Death,Yes,33
CLM70412,POL50024,2023-07-13,1177178.35,Rejected,Death,Yes,1
CLM70413,POL51478,2025-10-15,1105590.35,Approved,Death,No,30
CLM70414,POL51915,2023-10-02,568386.82,Rejected,Accident,No,1
CLM70415,POL52127,2024-11-18,271878.83,Rejected,Accident,No,1
CLM70416,POL51268,2026-01-20,164104.99,Pending,Accident,No,18
CLM70417,POL52103,2022-05-22,591714.25,Approved,Death,No,17
CLM70418,POL50268,2023-04-22,240240.65,Rejected,Hospital,No,35
CLM70419,POL50658,2025-08-12,87723.09,Pending,Theft,No,40
CLM70420,POL50406,2023-05-08,213998.6,Approved,Accident,No,42
CLM70421,POL50956,2023-09-18,315307.31,Approved,Accident,No,28
CLM70422,POL50968,2024-12-07,323283.4,Approved,Theft,No,7
CLM70423,POL51053,2024-01-10,83175.26,Pending,Theft,No,30
CLM70424,POL51310,2026-07-17,231173,Pending,Hospital,No,22
CLM70425,POL51227,2024-10-13,144968.61,Pending,Other,No,24
CLM70426,POL51378,2022-06-22,183407.36,Rejected,Theft,Yes,23
CLM70427,POL52123,2021-11-23,236136.56,Pending,Hospital,No,39
CLM70428,POL50398,2026-04-29,216544.06,Approved,Hospital,No,17
CLM70429,POL50987,2026-03-26,1805331.01,Approved,Death,Yes,43
CLM70430,POL50000,2021-10-19,409782.24,Pending,Hospital,No,24
CLM70431,POL50077,2024-09-19,730044.52,Pending,Accident,Yes,31
CLM70432,POL51712,2025-09-18,218840.13,Pending,Hospital,No,41
CLM70433,POL52478,2024-03-24,122154.98,Rejected,Other,No,36
CLM70434,POL50863,2025-07-30,554747.89,Pending,Death,No,20
CLM70435,POL51133,2024-03-19,115690.23,Approved,Other,No,9
CLM70436,POL50593,2024-07-31,214416.6,Approved,Other,No,7
CLM70437,POL50400,2023-05-24,1389441.72,Pending,Death,No,17
CLM70438,POL52500,2022-09-30,252324.06,Rejected,Theft,No,30
CLM70439,POL51613,2025-10-29,129117.52,Approved,Theft,No,36
CLM70440,POL51990,2021-11-01,647330.71,Approved,Death,Yes,2
CLM70441,POL52494,2025-04-21,2393774.73,Pending,Death,No,21
CLM70442,POL51659,2023-07-31,593714.33,Pending,Death,No,42
CLM70443,POL50509,2026-08-31,304568.99,Pending,Other,No,37
CLM70444,POL52012,2022-01-24,269324.12,Approved,Hospital,No,42
CLM70445,POL52110,2022-01-22,173323.79,Rejected,Accident,No,43
CLM70446,POL51165,2026-05-09,99555.38,Approved,Theft,No,5
CLM70447,POL51741,2022-10-18,177150.78,Approved,Accident,No,30
CLM70448,POL51362,2024-03-10,308054.5,Pending,Accident,No,25
CLM70449,POL50937,2024-07-18,95184.9,Approved,Other,No,22
CLM70450,POL51897,2024-05-31,391569.11,Pending,Theft,No,36
CLM70451,POL50698,2023-10-06,225322.04,Approved,Accident,No,42
CLM70452,POL50923,2025-05-04,354846.09,Rejected,Accident,No,21
CLM70453,POL51143,2025-11-29,340807.04,Approved,Accident,No,29
CLM70454,POL51735,2024-04-24,337506.81,Pending,Other,No,22
CLM70455,POL52409,2021-12-05,120500.04,Pending,Other,No,28
CLM70456,POL51736,2024-01-13,189805.14,Approved,Theft,No,43
CLM70457,POL52049,2024-04-18,446615.26,Rejected,Death,Yes,36
CLM70458,POL50825,2023-11-17,157939.08,Rejected,Other,No,11
CLM70459,POL51657,2023-01-07,442069.32,Approved,Accident,No,39
CLM70460,POL50291,2025-11-08,167397.49,Approved,Other,No,24
CLM70461,POL51303,2023-02-20,699217.82,Approved,Hospital,No,26
CLM70462,POL51946,2022-11-22,233413.56,Pending,Theft,No,6
CLM70463,POL50508,2022-11-21,114483.32,Pending,Other,Yes,20
CLM70464,POL52550,2025-07-06,313984.4,Approved,Accident,No,14
CLM70465,POL51174,2023-06-26,86596.5,Pending,Theft,No,4
CLM70466,POL51893,2023-12-14,603595.51,Pending,Death,No,38
CLM70467,POL51322,2025-05-31,489747.6,Rejected,Death,No,6
CLM70468,POL52067,2022-04-01,181455.84,Approved,Theft,No,32
CLM70469,POL51648,2022-11-17,174634.51,Pending,Theft,No,33
CLM70470,POL50345,2025-05-03,274016.99,Rejected,Other,No,27
CLM70471,POL52615,2026-01-28,237918.14,Pending,Accident,No,37
CLM70472,POL51863,2023-06-26,109038.06,Rejected,Theft,No,6
CLM70473,POL51327,2023-06-08,392531.08,Approved,Theft,No,1
CLM70474,POL51909,2024-03-14,41290.67,Approved,Theft,No,38
CLM70475,POL50736,2026-04-01,224272.16,Approved,Hospital,No,9
CLM70476,POL52169,2024-12-09,167241.53,Pending,Other,No,14
CLM70477,POL51158,2024-09-12,248717.36,Rejected,Accident,No,31
CLM70478,POL52274,2023-12-02,192612.66,Rejected,Other,Yes,24
CLM70479,POL50773,2023-10-08,158535.79,Rejected,Other,No,9
CLM70480,POL52231,2024-07-09,192571.07,Pending,Other,No,11
CLM70481,POL52565,2025-10-22,133199.39,Pending,Theft,No,37
CLM70482,POL52773,2022-04-19,433923.63,Pending,Death,No,23
CLM70483,POL52192,2024-05-12,879380.89,Approved,Death,No,41
CLM70484,POL51988,2025-07-22,89780.96,Approved,Other,No,25
CLM70485,POL51465,2023-09-17,173677.22,Approved,Accident,No,30
CLM70486,POL50296,2024-08-06,321725.11,Pending,Theft,Yes,15
CLM70487,POL51579,2022-05-13,392272.11,Approved,Theft,No,2
CLM70488,POL51588,2022-12-22,318719.02,Approved,Theft,No,23
CLM70489,POL50180,2023-02-09,403490,Approved,Accident,No,33
CLM70490,POL51949,2023-03-30,185477.29,Pending,Theft,Yes,18
CLM70491,POL50418,2022-01-29,1495351.76,Rejected,Death,Yes,38
CLM70492,POL51682,2023-10-12,215027.59,Approved,Theft,No,31
CLM70493,POL51329,2026-08-04,661960.67,Approved,Accident,No,23
CLM70494,POL52475,2024-07-21,568694.95,Approved,Death,No,24
CLM70495,POL50655,2024-11-01,251957.65,Pending,Theft,No,11
CLM70496,POL50483,2025-07-15,79717.49,Approved,Other,No,39
CLM70497,POL51554,2026-03-05,210568.22,Pending,Other,No,3
CLM70498,POL51294,2026-01-21,105837.83,Rejected,Accident,No,3
CLM70499,POL50454,2021-10-01,81766.19,Pending,Other,No,35
CLM70500,POL51732,2022-04-11,115852.25,Pending,Hospital,Yes,2
CLM70501,POL52562,2022-12-28,1020921.33,Pending,Death,No,23
CLM70502,POL52089,2024-06-12,214910.02,Approved,Theft,No,9
CLM70503,POL50592,2026-04-29,749095.92,Rejected,Hospital,No,30
CLM70504,POL50672,2025-05-22,171968.55,Rejected,Theft,No,6
CLM70505,POL51572,2022-04-21,1324333.53,Approved,Death,No,12
CLM70506,POL51911,2021-11-04,195076.52,Pending,Theft,No,24
CLM70507,POL52768,2023-10-31,254018.19,Rejected,Theft,No,17
CLM70508,POL50294,2025-02-14,268618.63,Approved,Accident,No,9
CLM70509,POL51540,2026-08-16,259938.15,Approved,Other,Yes,3
CLM70510,POL52792,2022-05-02,88614.77,Approved,Other,No,1
CLM70511,POL50310,2026-01-03,52943.23,Approved,Theft,No,9
CLM70512,POL52750,2026-04-08,308019.31,Pending,Accident,No,13
CLM70513,POL51300,2026-03-13,72996.99,Rejected,Theft,Yes,6
CLM70514,POL52024,2023-06-12,289022.48,Rejected,Other,No,23
CLM70515,POL51196,2023-09-08,684258.14,Pending,Death,No,39
CLM70516,POL52377,2024-06-16,148761.23,Pending,Accident,No,32
CLM70517,POL52570,2025-03-26,3472585.87,Pending,Death,No,14
CLM70518,POL50468,2022-04-08,178347.13,Pending,Theft,No,20
CLM70519,POL52108,2026-02-28,135041.53,Rejected,Other,No,34
CLM70520,POL50056,2026-03-02,218027.89,Pending,Other,No,43
CLM70521,POL50781,2024-08-18,375851.07,Approved,Accident,No,25
CLM70522,POL51558,2024-10-03,388848.92,Rejected,Hospital,No,9
CLM70523,POL51702,2026-08-24,92431.71,Pending,Theft,No,39
CLM70524,POL51029,2021-11-24,235335.05,Pending,Theft,No,23
CLM70525,POL50763,2025-05-14,155456.17,Approved,Theft,No,2
CLM70526,POL50484,2023-06-13,157739.77,Pending,Accident,No,12
CLM70527,POL50676,2023-12-02,225356.59,Pending,Hospital,No,24
CLM70528,POL50365,2023-09-20,88943.95,Approved,Hospital,No,36
CLM70529,POL50736,2023-12-03,396599.28,Pending,Accident,No,38
CLM70530,POL52320,2025-11-06,155651.4,Approved,Theft,No,9
CLM70531,POL50811,2023-02-13,141770.05,Rejected,Theft,No,32
CLM70532,POL52567,2024-01-22,168025.8,Pending,Theft,No,43
CLM70533,POL50692,2022-05-06,165537.62,Pending,Theft,No,36
CLM70534,POL51383,2022-08-04,1591982.99,Pending,Death,No,32
CLM70535,POL50471,2025-07-03,520368.99,Pending,Death,Yes,36
CLM70536,POL50045,2026-04-04,181730.43,Pending,Hospital,Yes,25
CLM70537,POL51765,2026-05-11,197423.11,Approved,Hospital,No,27
CLM70538,POL50950,2022-02-03,88063.29,Pending,Other,No,24
CLM70539,POL50971,2026-02-25,974623.74,Approved,Death,No,43
CLM70540,POL51148,2024-08-22,174081.62,Pending,Accident,No,16
CLM70541,POL52195,2023-07-10,445970.93,Approved,Death,No,35
CLM70542,POL51127,2024-12-02,1170877.17,Approved,Death,No,1
CLM70543,POL50241,2023-07-28,1950873.12,Rejected,Death,No,19
CLM70544,POL50786,2023-11-13,153675.87,Approved,Other,No,41
CLM70545,POL51624,2024-03-20,142450.21,Approved,Other,No,11
CLM70546,POL52809,2024-08-12,234914.86,Approved,Accident,No,35
CLM70547,POL50401,2026-05-26,115892.13,Pending,Other,No,23
CLM70548,POL50912,2022-02-27,394917.25,Approved,Hospital,No,6
CLM70549,POL51365,2023-02-28,943333.28,Approved,Death,No,5
CLM70550,POL52672,2023-05-19,84111.27,Approved,Accident,No,6
CLM70551,POL50303,2024-06-29,455291.51,Approved,Accident,No,21
CLM70552,POL52242,2026-02-28,1449990.41,Approved,Death,No,14
CLM70553,POL52040,2024-07-28,1215845.82,Approved,Death,No,40
CLM70554,POL50864,2025-11-23,55474.54,Pending,Hospital,No,34
CLM70555,POL52183,2023-10-22,179734.85,Approved,Theft,No,7
CLM70556,POL51620,2023-04-15,1406850.44,Rejected,Death,Yes,23
CLM70557,POL50483,2023-04-08,265968.33,Pending,Hospital,No,34
CLM70558,POL50806,2022-07-25,277005.29,Pending,Accident,No,29
CLM70559,POL50925,2022-05-22,1408317.64,Approved,Death,No,1
CLM70560,POL50911,2025-09-29,268034.33,Approved,Accident,No,1
CLM70561,POL52106,2025-05-07,328576.29,Rejected,Theft,No,26
CLM70562,POL51864,2026-08-15,271059.76,Approved,Accident,No,41
CLM70563,POL52316,2022-09-22,229228.56,Rejected,Hospital,Yes,3
CLM70564,POL51438,2024-04-08,234356.19,Rejected,Other,No,8
CLM70565,POL50986,2024-07-19,122896.41,Pending,Other,No,9
CLM70566,POL50189,2024-10-01,103994.27,Rejected,Theft,No,15
CLM70567,POL52243,2022-03-03,180342.45,Approved,Theft,No,40
CLM70568,POL50209,2023-02-05,295543.14,Pending,Hospital,Yes,42
CLM70569,POL50851,2022-04-07,285898.86,Rejected,Theft,No,14
CLM70570,POL51887,2023-01-16,1433457.34,Pending,Death,No,33
CLM70571,POL52156,2023-11-13,173926.49,Rejected,Theft,No,1
CLM70572,POL50191,2026-02-06,826094.96,Rejected,Death,No,23
CLM70573,POL51715,2023-02-12,669369.88,Rejected,Death,No,28
CLM70574,POL50384,2026-04-06,203954.08,Approved,Theft,No,38
CLM70575,POL52137,2026-08-14,66027.63,Approved,Other,No,37
CLM70576,POL52060,2025-06-10,252861.15,Approved,Accident,No,3
CLM70577,POL52111,2026-04-19,3741474.66,Approved,Death,No,19
CLM70578,POL50177,2025-01-02,117863.74,Rejected,Accident,No,4
CLM70579,POL51577,2022-05-18,194683.4,Approved,Theft,No,1
CLM70580,POL50679,2022-09-15,1087147.59,Approved,Death,No,7
CLM70581,POL51394,2025-11-13,231872.9,Rejected,Theft,No,42
CLM70582,POL52798,2025-06-13,135680.93,Approved,Hospital,No,12
CLM70583,POL50252,2021-10-22,323517.84,Rejected,Accident,No,33
CLM70584,POL51675,2026-03-09,168405.42,Pending,Hospital,No,32
CLM70585,POL50464,2026-06-22,73467.53,Pending,Other,No,39
CLM70586,POL51436,2024-05-16,402397.16,Pending,Accident,Yes,24
CLM70587,POL51467,2025-09-01,209127.2,Pending,Other,Yes,43
CLM70588,POL51283,2021-09-15,555080.71,Rejected,Death,No,19
CLM70589,POL51805,2025-11-01,137147.65,Pending,Theft,Yes,35
CLM70590,POL52755,2021-10-20,164616.96,Pending,Hospital,No,35
CLM70591,POL52275,2022-09-09,395678.67,Rejected,Death,No,24
CLM70592,POL52711,2026-05-20,1317655.94,Approved,Death,No,14
CLM70593,POL50535,2024-07-12,223764.58,Approved,Other,No,7
CLM70594,POL52809,2025-05-02,127018.22,Pending,Other,No,4
CLM70595,POL50861,2024-04-11,216927.84,Rejected,Hospital,No,22
CLM70596,POL50092,2025-10-30,190624.56,Rejected,Theft,No,18
CLM70597,POL51227,2023-02-23,1016977.93,Approved,Death,No,10
CLM70598,POL50694,2022-03-22,127446.46,Pending,Accident,No,34
CLM70599,POL52150,2025-03-16,191494.21,Rejected,Other,No,8
CLM70600,POL50243,2025-11-24,138893.48,Rejected,Accident,No,21
CLM70601,POL51545,2023-11-23,253064.52,Approved,Theft,No,19
CLM70602,POL50816,2023-11-01,129177.5,Approved,Hospital,No,43
CLM70603,POL50585,2022-12-27,130504.35,Approved,Accident,No,5
CLM70604,POL52477,2025-12-30,216937.28,Rejected,Hospital,Yes,38
CLM70605,POL51452,2026-08-22,146259.54,Approved,Other,No,31
CLM70606,POL50918,2025-05-01,157986.35,Approved,Other,No,35
CLM70607,POL52105,2022-04-03,140788.63,Approved,Hospital,No,35
CLM70608,POL52412,2023-06-11,166009.36,Pending,Other,No,35
CLM70609,POL51242,2022-01-25,255219.35,Approved,Hospital,No,20
CLM70610,POL50514,2025-08-22,268672.17,Rejected,Other,No,26
CLM70611,POL52812,2025-04-23,164539.66,Pending,Other,No,17
CLM70612,POL51011,2023-04-23,111156.51,Rejected,Other,No,40
CLM70613,POL50581,2024-03-17,76485.73,Pending,Other,No,10
CLM70614,POL50289,2023-01-20,116318.31,Rejected,Accident,Yes,26
CLM70615,POL50348,2024-10-29,1057733.65,Approved,Death,No,10
CLM70616,POL52667,2024-03-27,371690.07,Pending,Accident,No,17
CLM70617,POL52679,2025-07-23,160188.41,Pending,Accident,No,43
CLM70618,POL51431,2025-03-17,284033.65,Pending,Accident,Yes,9
CLM70619,POL51953,2023-04-01,137486.53,Pending,Other,No,39
CLM70620,POL52353,2026-04-19,214813.25,Rejected,Other,No,36
CLM70621,POL51572,2023-11-03,385483.88,Pending,Accident,No,17
CLM70622,POL51882,2026-05-03,80507.84,Approved,Accident,No,17
CLM70623,POL52735,2025-08-23,418856.45,Approved,Accident,No,1
CLM70624,POL50487,2023-04-06,170159.08,Approved,Other,No,35
CLM70625,POL50389,2025-11-18,115002.9,Approved,Other,No,30
CLM70626,POL52125,2024-12-23,171039.77,Approved,Hospital,No,44
CLM70627,POL51986,2026-01-23,152400.05,Approved,Other,No,13
CLM70628,POL50526,2021-11-07,139921.63,Pending,Theft,No,18
CLM70629,POL50853,2024-11-05,93890.9,Approved,Other,No,31
CLM70630,POL51934,2021-09-17,154428.12,Approved,Hospital,No,15
CLM70631,POL51390,2022-05-11,89170.86,Approved,Other,No,15
CLM70632,POL52527,2023-07-22,431346.53,Pending,Hospital,No,8
CLM70633,POL52366,2026-05-23,154252.01,Rejected,Other,No,44
CLM70634,POL51369,2025-01-15,2776138.77,Pending,Death,No,21
CLM70635,POL51882,2022-12-31,264850.56,Rejected,Hospital,No,34
CLM70636,POL51816,2022-06-06,295326.54,Pending,Hospital,No,29
CLM70637,POL50257,2025-09-28,88219.91,Rejected,Other,No,27
CLM70638,POL51197,2025-05-05,134495.51,Approved,Other,No,14
CLM70639,POL51236,2023-02-01,933312.81,Approved,Death,No,14
CLM70640,POL52538,2022-08-31,130886.76,Pending,Theft,No,22
CLM70641,POL52503,2026-01-20,174378.29,Rejected,Hospital,No,6
CLM70642,POL50160,2026-06-06,222078.47,Pending,Theft,No,24
CLM70643,POL52389,2025-12-17,186889.06,Rejected,Other,No,4
CLM70644,POL51726,2025-06-03,128122.68,Pending,Accident,No,13
CLM70645,POL50043,2021-09-08,288106.84,Approved,Accident,No,28
CLM70646,POL51074,2022-01-03,237333.05,Rejected,Theft,No,2
CLM70647,POL52511,2024-06-17,669985.68,Approved,Death,No,2
CLM70648,POL51009,2022-09-19,155659.46,Approved,Hospital,No,10
CLM70649,POL51908,2022-07-25,1122293.16,Rejected,Death,No,34
CLM70650,POL51594,2023-10-06,60769.25,Approved,Hospital,No,36
CLM70651,POL51663,2022-12-27,150156.42,Pending,Other,No,1
CLM70652,POL51351,2023-07-29,339627.44,Approved,Other,No,13
CLM70653,POL51356,2024-08-04,60066.24,Rejected,Hospital,No,3
CLM70654,POL52552,2024-11-11,377246.32,Pending,Accident,No,1
CLM70655,POL51165,2024-02-04,196929.64,Approved,Other,No,42
CLM70656,POL50541,2024-12-16,87698.64,Pending,Theft,No,19
CLM70657,POL51181,2022-07-28,194587.07,Rejected,Other,No,35
CLM70658,POL52069,2023-03-05,1484902.97,Approved,Death,No,31
CLM70659,POL51336,2022-10-31,99947.82,Approved,Theft,No,20
CLM70660,POL52067,2023-02-18,105322.08,Rejected,Other,No,34
CLM70661,POL50676,2024-02-06,151970.87,Rejected,Other,No,11
CLM70662,POL51643,2025-08-28,1467374.22,Pending,Death,No,19
CLM70663,POL52444,2023-08-20,686657.46,Pending,Death,No,17
CLM70664,POL51492,2023-06-17,244793.64,Approved,Accident,No,26
CLM70665,POL51797,2024-01-29,129090.02,Approved,Theft,No,10
CLM70666,POL51915,2022-02-26,222717.99,Pending,Hospital,No,33
CLM70667,POL52088,2022-03-27,253148.03,Pending,Other,Yes,38
CLM70668,POL50986,2026-01-29,231962.56,Pending,Hospital,No,40
CLM70669,POL51769,2025-06-13,209083,Pending,Accident,No,40
CLM70670,POL51171,2023-02-09,177075.91,Pending,Theft,No,29
CLM70671,POL51101,2026-07-10,167527.6,Pending,Accident,Yes,36
CLM70672,POL51336,2023-04-20,133811.42,Approved,Hospital,No,31
CLM70673,POL51149,2024-12-26,273785.32,Pending,Other,No,42
CLM70674,POL50070,2022-04-02,498938.26,Pending,Hospital,No,5
CLM70675,POL52094,2023-12-31,367469.04,Rejected,Death,No,9
CLM70676,POL51648,2023-04-08,240813.22,Approved,Theft,No,19
CLM70677,POL50386,2022-03-29,384109.49,Rejected,Accident,No,28
CLM70678,POL50737,2025-02-27,81842.18,Rejected,Other,No,40
CLM70679,POL51725,2025-03-13,173773.02,Approved,Hospital,No,5
CLM70680,POL51459,2025-07-17,164861.28,Rejected,Hospital,No,8
CLM70681,POL52042,2024-02-03,388040.1,Pending,Other,Yes,38
CLM70682,POL51375,2025-09-12,411242.05,Approved,Theft,No,14
CLM70683,POL52388,2024-02-13,113564.21,Approved,Theft,No,1
CLM70684,POL50216,2023-09-25,106059.84,Rejected,Hospital,Yes,30
CLM70685,POL51730,2022-11-06,1324623.1,Pending,Death,No,39
CLM70686,POL51046,2023-02-16,288761.56,Rejected,Hospital,No,40
CLM70687,POL50866,2024-03-18,279396.53,Pending,Other,Yes,38
CLM70688,POL52669,2026-02-14,88331.61,Rejected,Other,No,3
CLM70689,POL52442,2025-08-03,258456.49,Rejected,Theft,No,6
CLM70690,POL50519,2021-12-23,104037.94,Pending,Other,Yes,39
CLM70691,POL50160,2025-07-14,245805.01,Pending,Theft,No,31
CLM70692,POL52452,2022-12-24,215954.53,Approved,Hospital,No,10
CLM70693,POL50477,2023-04-06,2327857.89,Approved,Death,No,18
CLM70694,POL52624,2023-08-19,275152.2,Approved,Hospital,No,38
CLM70695,POL50782,2023-11-19,128205.97,Approved,Other,No,41
CLM70696,POL51159,2023-09-01,160710.08,Approved,Other,No,40
CLM70697,POL50123,2026-03-27,237745.72,Rejected,Accident,Yes,21
CLM70698,POL51515,2023-01-06,505312.27,Pending,Death,No,35
CLM70699,POL50533,2025-04-25,575980.39,Pending,Hospital,No,2
CLM70700,POL51212,2023-05-16,556029.18,Approved,Accident,No,41
CLM70701,POL52600,2025-10-07,824059.74,Approved,Death,No,10
CLM70702,POL50712,2023-03-20,212847.44,Rejected,Other,No,43
CLM70703,POL51791,2023-09-21,613599.37,Rejected,Hospital,No,1
CLM70704,POL50571,2024-07-14,464011.38,Approved,Accident,No,41
CLM70705,POL51721,2022-07-04,214383.23,Approved,Accident,No,24
CLM70706,POL50816,2022-09-14,143546.16,Rejected,Other,No,23
CLM70707,POL51923,2024-10-19,76263.13,Approved,Theft,No,30
CLM70708,POL52174,2026-05-31,1325812.4,Pending,Death,No,21
CLM70709,POL52491,2024-09-27,335083.4,Approved,Theft,No,42
CLM70710,POL52598,2023-04-28,1681174.35,Pending,Death,Yes,5
CLM70711,POL50680,2024-09-12,212970.88,Rejected,Other,No,29
CLM70712,POL50362,2021-10-09,214676.05,Pending,Theft,No,10
CLM70713,POL50133,2025-04-14,109295.01,Rejected,Theft,Yes,2
CLM70714,POL52033,2025-09-08,176001.07,Rejected,Other,No,29
CLM70715,POL50528,2022-02-14,109377.4,Pending,Other,Yes,30
CLM70716,POL52260,2025-03-13,286064.49,Pending,Hospital,No,6
CLM70717,POL52728,2026-03-27,122857.33,Pending,Theft,No,32
CLM70718,POL50415,2025-07-05,1166546.3,Rejected,Death,No,42
CLM70719,POL50800,2024-06-09,484454.07,Rejected,Accident,No,31
CLM70720,POL51477,2024-12-12,301882.16,Approved,Accident,No,10
CLM70721,POL51211,2024-04-07,212127.23,Rejected,Theft,No,4
CLM70722,POL51198,2023-06-26,1420704.58,Rejected,Death,No,4
CLM70723,POL50613,2022-08-31,2181050.87,Pending,Death,No,28
CLM70724,POL52515,2022-06-16,852994.17,Pending,Death,No,11
CLM70725,POL51923,2024-05-08,233566.74,Rejected,Theft,No,17
CLM70726,POL50432,2025-12-21,1916030.84,Pending,Death,No,3
CLM70727,POL50011,2022-10-26,349360.85,Approved,Accident,Yes,20
CLM70728,POL52152,2025-09-05,55116.36,Pending,Other,Yes,8
CLM70729,POL50042,2026-03-24,174801.6,Approved,Accident,No,19
CLM70730,POL52490,2023-05-01,1310174.76,Pending,Death,No,26
CLM70731,POL51492,2022-10-01,122799.01,Pending,Other,No,43
CLM70732,POL52630,2025-05-04,452055.47,Pending,Hospital,No,13
CLM70733,POL52177,2026-05-17,632969.93,Rejected,Accident,No,15
CLM70734,POL52529,2021-11-07,111666.05,Pending,Other,No,36
CLM70735,POL52099,2021-10-09,89513.01,Approved,Other,No,42
CLM70736,POL51625,2026-05-18,208694.14,Approved,Accident,No,18
CLM70737,POL50488,2022-03-09,729920.87,Pending,Death,No,16
CLM70738,POL52053,2023-08-31,387998.31,Rejected,Theft,No,32
CLM70739,POL51670,2024-02-05,107263.63,Approved,Theft,No,34
CLM70740,POL51278,2022-06-16,217424.22,Approved,Other,No,32
CLM70741,POL51575,2023-03-07,360277.95,Approved,Theft,No,29
CLM70742,POL50655,2022-10-28,376557.64,Rejected,Accident,No,6
CLM70743,POL51139,2025-07-15,223896.63,Rejected,Theft,No,12
CLM70744,POL50349,2022-11-28,138314.45,Pending,Other,No,3
CLM70745,POL51154,2023-01-13,453704.07,Rejected,Theft,No,18
CLM70746,POL51313,2022-04-16,194610.42,Rejected,Hospital,No,38
CLM70747,POL52425,2025-08-05,289194.37,Rejected,Theft,No,10
CLM70748,POL51486,2024-12-13,138555.05,Rejected,Other,No,31
CLM70749,POL52571,2022-04-30,71672.37,Rejected,Theft,No,19
CLM70750,POL52737,2025-05-17,157296.96,Approved,Theft,No,8
CLM70751,POL50135,2023-01-09,203463.3,Pending,Hospital,No,10
CLM70752,POL51684,2022-02-05,232703.09,Rejected,Accident,No,30
CLM70753,POL50844,2022-01-15,646931.05,Rejected,Death,No,35
CLM70754,POL52407,2025-04-14,205104.68,Pending,Other,No,15
CLM70755,POL51389,2025-06-26,318038.45,Approved,Hospital,No,41
CLM70756,POL50217,2023-10-01,154477.34,Pending,Theft,No,3
CLM70757,POL50607,2021-09-29,188014.63,Pending,Hospital,No,26
CLM70758,POL51901,2025-10-28,130097.4,Approved,Hospital,No,11
CLM70759,POL50222,2024-09-12,170343.41,Pending,Other,No,40
CLM70760,POL51067,2022-06-07,358495.66,Approved,Theft,No,34
CLM70761,POL52465,2025-05-09,498084.37,Pending,Accident,No,3
CLM70762,POL50079,2025-08-21,163049.36,Approved,Hospital,No,18
CLM70763,POL51965,2022-08-23,405950.48,Approved,Other,No,33
CLM70764,POL51906,2024-09-13,125154.58,Rejected,Other,No,24
CLM70765,POL50905,2023-03-27,150428.98,Pending,Accident,Yes,22
CLM70766,POL50315,2023-04-17,111352.89,Approved,Hospital,Yes,7
CLM70767,POL50286,2024-03-27,105090.61,Approved,Theft,No,26
CLM70768,POL52741,2021-10-15,177240.97,Approved,Other,No,5
CLM70769,POL51909,2023-01-16,791288.56,Approved,Death,No,15
CLM70770,POL51058,2022-09-08,656150.92,Approved,Death,No,11
CLM70771,POL52355,2022-12-29,589159.67,Rejected,Death,No,29
CLM70772,POL50289,2024-12-14,87145.28,Approved,Other,No,21
CLM70773,POL50356,2024-01-12,576779.68,Pending,Death,No,19
CLM70774,POL50558,2023-02-17,415365.04,Rejected,Accident,No,38
CLM70775,POL52154,2022-02-20,542016.15,Rejected,Hospital,No,18
CLM70776,POL51151,2026-07-05,559032.54,Pending,Hospital,No,34
CLM70777,POL51814,2024-06-23,310185.66,Rejected,Hospital,No,40
CLM70778,POL50656,2024-02-03,171999.15,Pending,Hospital,No,8
CLM70779,POL52194,2026-03-19,644508.51,Rejected,Death,No,33
CLM70780,POL52264,2024-05-04,262703.7,Approved,Theft,No,4
CLM70781,POL51163,2022-11-23,221026.33,Approved,Accident,No,29
CLM70782,POL50591,2021-10-04,1105831.74,Rejected,Death,No,10
CLM70783,POL51778,2024-02-28,472565.26,Rejected,Theft,Yes,12
CLM70784,POL50722,2023-08-23,167176.41,Pending,Other,No,38
CLM70785,POL50416,2023-07-15,780852.79,Approved,Accident,No,9
CLM70786,POL51738,2024-05-28,142312.24,Rejected,Accident,No,23
CLM70787,POL51444,2022-03-19,187606.47,Approved,Other,No,35
