policy_id,customer_id,product_type,coverage_amount,annual_premium,policy_start_date,policy_end_date,agent_id,status
POL50655,CUST10077,Term,669561.08,30784.61,2022-05-18,2023-05-18,AGT5010,Active
POL50656,CUST11278,Health,611650.0,28583.73,2022-01-26,2023-01-26,AGT5184,Active
POL50657,CUST10246,Health,520290.33,28267.55,2024-08-18,2025-08-18,AGT5172,Lapsed
POL50658,CUST11156,Property,391216.98,18470.5,2021-02-03,2022-02-03,AGT5178,Active
POL50659,CUST10617,Health,411322.0,21746.56,2021-01-06,2022-01-06,AGT5273,Lapsed
POL50660,CUST11174,Vehicle,397000.42,20417.88,2023-10-14,2024-10-14,AGT5235,Lapsed
POL50661,CUST10364,Vehicle,698171.51,35035.8,2021-09-14,2022-09-14,AGT5077,Active
POL50662,CUST11070,Term,492047.85,23941.05,2025-10-31,2026-10-31,AGT5171,Active
POL50663,CUST10211,Health,391272.92,17970.91,2023-02-20,2024-02-20,AGT5240,Active
POL50664,CUST10283,Vehicle,511877.15,26672.15,2021-08-13,2022-08-13,AGT5255,Active
POL50665,CUST11022,Term,410985.87,20116.86,2021-05-03,2022-05-03,AGT5192,Lapsed
POL50666,CUST10557,Vehicle,748008.0,37662.1,2023-11-22,2024-11-22,AGT5025,Active
POL50667,CUST11167,Whole,506278.04,23044.57,2023-07-18,2024-07-18,AGT5130,Lapsed
POL50668,CUST11136,Property,744230.68,39265.15,2021-01-31,2022-01-31,AGT5257,Active
POL50669,CUST11038,Vehicle,636071.45,33026.56,2026-05-28,2027-05-28,AGT5022,Active
POL50670,CUST11213,Health,548137.45,27567.48,2025-11-13,2026-11-13,AGT5177,Lapsed
POL50671,CUST11308,Vehicle,557737.86,27866.3,2021-06-14,2022-06-14,AGT5162,Cancelled
POL50672,CUST11509,Health,590583.04,28566.68,2021-11-27,2022-11-27,AGT5066,Lapsed
POL50673,CUST10138,Whole,649216.0,31437.66,2023-04-08,2024-04-08,AGT5103,Active
POL50674,CUST10943,Property,389050.61,17773.64,2024-12-06,2025-12-06,AGT5293,Cancelled
POL50675,CUST11239,Whole,734496.74,38096.24,2023-07-10,2024-07-10,AGT5178,Active
POL50676,CUST10369,Health,478787.2,21760.75,2024-04-18,2025-04-18,AGT5281,Cancelled
POL50677,CUST10434,Property,521010.15,23452.85,2026-04-23,2027-04-23,AGT5141,Active
POL50678,CUST10439,Health,492306.69,22306.32,2024-03-13,2025-03-13,AGT5253,Lapsed
POL50679,CUST10945,Property,648833.88,30517.56,2023-09-09,2024-09-09,AGT5185,Active
POL50680,CUST10607,Term,524950.77,26616.03,2024-10-13,2025-10-13,AGT5273,Active
POL50681,CUST11102,Vehicle,519308.14,26906.18,2022-04-29,2023-04-29,AGT5098,Lapsed
POL50682,CUST11013,Term,405711.85,19964.02,2020-09-19,2021-09-19,AGT5114,Lapsed
POL50683,CUST11086,Whole,545407.04,26772.06,2021-07-12,2022-07-12,AGT5012,Active
POL50684,CUST10419,Health,402317.47,20424.8,2021-01-21,2022-01-21,AGT5068,Active
POL50685,CUST11268,Vehicle,701412.74,35749.8,2023-01-26,2024-01-26,AGT5041,Active
POL50686,CUST11098,Vehicle,504445.19,26962.58,2025-07-09,2026-07-09,AGT5054,Active
POL50687,CUST10218,Vehicle,741207.88,39425.5,2023-10-30,2024-10-30,AGT5092,Active
POL50688,CUST10341,Health,589584.8,31386.7,2026-02-19,2027-02-19,AGT5262,Active
POL50689,CUST10493,Property,676118.34,36132.93,2025-12-13,2026-12-13,AGT5113,Active
POL50690,CUST11551,Property,749884.2,40342.5,2023-06-08,2024-06-08,AGT5247,Lapsed
POL50691,CUST10540,Term,472653.61,23894.14,2024-02-17,2025-02-17,AGT5244,Lapsed
POL50692,CUST10036,Whole,603407.02,30744.6,2025-02-05,2026-02-05,AGT5294,Active
POL50693,CUST10236,Property,400679.43,20944.42,2022-05-27,2023-05-27,AGT5152,Active
POL50694,CUST10056,Vehicle,416086.78,19551.95,2025-12-17,2026-12-17,AGT5254,Active
POL50695,CUST10672,Property,526135.96,25572.63,2023-05-31,2024-05-31,AGT5125,Active
POL50696,CUST11313,Health,588875.65,31873.8,2024-11-16,2025-11-16,AGT5189,Lapsed
POL50697,CUST10743,Property,705202.04,35420.62,2024-12-10,2025-12-10,AGT5243,Active
POL50698,CUST11384,Property,483715.62,22017.71,2022-06-17,2023-06-17,AGT5042,Active
POL50699,CUST10080,Health,612177.02,30030.71,2024-05-08,2025-05-08,AGT5017,Active
POL50700,CUST10774,Term,467067.08,21769.01,2025-07-14,2026-07-14,AGT5049,Active
POL50701,CUST11296,Property,387331.41,18809.92,2021-09-21,2022-09-21,AGT5216,Active
POL50702,CUST11117,Property,405949.01,20480.03,2022-03-03,2023-03-03,AGT5142,Lapsed
POL50703,CUST11410,Property,610440.07,30553.36,2026-01-27,2027-01-27,AGT5084,Active
POL50704,CUST10449,Whole,576401.81,28765.15,2025-01-27,2026-01-27,AGT5230,Active
POL50705,CUST10829,Term,484667.22,21898.91,2023-06-03,2024-06-03,AGT5004,Cancelled
POL50706,CUST11121,Vehicle,380475.09,18814.89,2026-02-20,2027-02-20,AGT5051,Active
POL50707,CUST10283,Whole,603683.98,27340.63,2021-10-10,2022-10-10,AGT5140,Lapsed
POL50708,CUST11346,Health,636162.32,31202.88,2024-02-01,2025-02-01,AGT5274,Active
POL50709,CUST10513,Property,411389.78,21174.23,2023-01-13,2024-01-13,AGT5224,Active
POL50710,CUST10156,Vehicle,656387.34,30363.85,2026-05-07,2027-05-07,AGT5205,Active
POL50711,CUST11266,Vehicle,617857.1,33467.91,2022-02-10,2023-02-10,AGT5213,Active
POL50712,CUST11169,Term,564373.85,28955.27,2025-11-24,2026-11-24,AGT5093,Active
POL50713,CUST11463,Term,399942.23,18867.67,2022-04-26,2023-04-26,AGT5134,Active
POL50714,CUST11476,Vehicle,727110.0,35585.4,2024-06-10,2025-06-10,AGT5265,Cancelled
POL50715,CUST10456,Whole,568814.78,26147.89,2022-06-04,2023-06-04,AGT5218,Active
POL50716,CUST11066,Whole,538848.68,24367.08,2026-03-04,2027-03-04,AGT5179,Active
POL50717,CUST11647,Vehicle,703637.7,38108.04,2024-11-11,2025-11-11,AGT5024,Active
POL50718,CUST10409,Whole,710547.62,36772.15,2025-01-03,2026-01-03,AGT5219,Active
POL50719,CUST10781,Term,658950.05,34790.23,2021-12-23,2022-12-23,AGT5109,Lapsed
POL50720,CUST11507,Health,640275.99,32796.04,2023-08-20,2024-08-20,AGT5115,Lapsed
POL50721,CUST10169,Health,393514.97,21276.43,2026-08-18,2027-08-18,AGT5202,Active
POL50722,CUST11538,Health,616320.44,33256.15,2023-12-28,2024-12-28,AGT5118,Active
POL50723,CUST10809,Property,511293.12,23305.55,2026-08-24,2027-08-24,AGT5171,Active
POL50724,CUST11478,Property,718985.5,33716.61,2021-02-17,2022-02-17,AGT5003,Lapsed
POL50725,CUST11037,Health,479581.01,23479.28,2021-04-21,2022-04-21,AGT5055,Cancelled
POL50726,CUST11111,Term,402216.96,19471.68,2025-04-10,2026-04-10,AGT5161,Active
POL50727,CUST11278,Vehicle,534635.73,26868.51,2022-08-18,2023-08-18,AGT5287,Lapsed
POL50728,CUST10112,Term,670210.44,31945.79,2023-05-19,2024-05-19,AGT5228,Active
POL50729,CUST11047,Vehicle,567352.32,30055.26,2022-03-11,2023-03-11,AGT5125,Active
POL50730,CUST11531,Property,678999.06,30605.84,2023-09-17,2024-09-17,AGT5290,Active
POL50731,CUST11580,Term,394956.93,20899.2,2023-06-13,2024-06-13,AGT5082,Active
POL50732,CUST11602,Whole,453208.22,22177.16,2021-02-10,2022-02-10,AGT5267,Active
POL50733,CUST11071,Property,601989.05,27120.42,2024-11-03,2025-11-03,AGT5121,Lapsed
POL50734,CUST11056,Property,533345.8,28518.34,2025-03-04,2026-03-04,AGT5026,Lapsed
POL50735,CUST10912,Vehicle,635106.43,31417.16,2022-12-17,2023-12-17,AGT5000,Lapsed
POL50736,CUST11007,Whole,755583.38,39477.17,2025-02-24,2026-02-24,AGT5294,Active
POL50737,CUST11016,Vehicle,627427.82,33745.88,2025-10-22,2026-10-22,AGT5192,Active
POL50738,CUST10074,Whole,545684.71,24743.05,2023-01-20,2024-01-20,AGT5044,Active
POL50739,CUST10148,Health,539827.41,25707.46,2020-09-26,2021-09-26,AGT5297,Active
POL50740,CUST11033,Health,669489.27,30922.98,2021-05-12,2022-05-12,AGT5012,Active
POL50741,CUST10518,Vehicle,632389.94,29077.35,2026-03-06,2027-03-06,AGT5100,Active
POL50742,CUST10494,Property,694224.11,37804.95,2022-08-21,2023-08-21,AGT5224,Lapsed
POL50743,CUST10328,Health,455531.44,24168.54,2025-03-02,2026-03-02,AGT5015,Active
POL50744,CUST11317,Property,671563.65,32669.73,2023-08-01,2024-08-01,AGT5271,Active
POL50745,CUST11594,Property,438681.08,22755.67,2021-01-30,2022-01-30,AGT5203,Active
POL50746,CUST11047,Whole,673663.61,36508.83,2023-12-19,2024-12-19,AGT5284,Active
POL50747,CUST11567,Term,717814.6,33886.69,2022-02-16,2023-02-16,AGT5251,Cancelled
POL50748,CUST11463,Property,731589.5,33025.05,2026-05-17,2027-05-17,AGT5247,Active
POL50749,CUST10372,Whole,429887.17,22887.66,2021-07-07,2022-07-07,AGT5068,Active
POL50750,CUST10256,Whole,704504.59,36794.15,2025-08-06,2026-08-06,AGT5061,Active
POL50751,CUST10362,Property,427325.56,19914.47,2025-09-21,2026-09-21,AGT5072,Active
POL50752,CUST10160,Vehicle,558834.05,27883.84,2021-09-11,2022-09-11,AGT5046,Lapsed
POL50753,CUST10960,Whole,647770.79,30188.93,2020-10-12,2021-10-12,AGT5199,Active
POL50754,CUST10464,Vehicle,561046.16,28628.02,2021-04-11,2022-04-11,AGT5017,Lapsed
POL50755,CUST11511,Property,515865.2,26554.52,2022-06-09,2023-06-09,AGT5128,Lapsed
POL50756,CUST11020,wholee,648271.15,30965.86,2023-11-18,2024-11-18,AGT5174,Active
POL50757,CUST10595,Term,633625.25,33460.72,2023-01-07,2024-01-07,AGT5161,Active
POL50758,CUST11629,Vehicle,598333.42,29758.69,2021-02-20,2022-02-20,AGT5146,Active
POL50759,CUST11576,Whole,588445.04,30636.55,2025-04-03,2026-04-03,AGT5066,Lapsed
POL50760,CUST11286,Term,650739.77,33446.8,2024-09-26,2025-09-26,AGT5032,Cancelled
POL50761,CUST11304,Property,540169.27,26742.48,2021-08-05,2022-08-05,AGT5296,Active
POL50762,CUST11614,Vehicle,403994.4,19362.31,2022-10-27,2023-10-27,AGT5139,Active
POL50763,CUST10992,Health,538109.08,25314.29,2021-12-21,2022-12-21,AGT5178,Active
POL50764,CUST11456,Health,603209.44,31644.03,2020-11-17,2021-11-17,AGT5170,Lapsed
POL50765,CUST10109,Whole,500176.56,25718.8,2024-09-21,2025-09-21,AGT5110,Active
POL50766,CUST10915,Health,399262.9,19088.53,2021-12-20,2022-12-20,AGT5216,Lapsed
POL50767,CUST10832,Whole,736058.86,40241.07,2024-11-08,2025-11-08,AGT5112,Cancelled
POL50768,CUST10063,Property,717543.62,38104.0,2025-09-10,2026-09-10,AGT5124,Active
POL50769,CUST10146,Vehicle,611768.13,28305.3,2025-07-17,2026-07-17,AGT5241,Lapsed
POL50770,CUST10040,Term,681590.63,31779.6,2024-07-09,2025-07-09,AGT5095,Active
POL50771,CUST10484,Whole,757990.05,38233.38,2024-12-21,2025-12-21,AGT5209,Active
POL50772,CUST10089,Property,604164.71,27805.95,2026-01-21,2027-01-21,AGT5199,Active
POL50773,CUST10702,Whole,479009.95,26174.72,2023-01-07,2024-01-07,AGT5009,Cancelled
POL50774,CUST11340,Vehicle,619470.93,31828.56,2022-07-10,2023-07-10,AGT5205,Active
POL50775,CUST11021,Whole,737118.57,33658.12,2020-12-26,2021-12-26,AGT5240,Active
POL50776,CUST11115,Health,591551.87,29243.28,2020-09-13,2021-09-13,AGT5081,Active
POL50777,CUST10054,Property,395102.55,18656.62,2025-04-23,2026-04-23,AGT5274,Active
POL50778,CUST11386,Term,731386.09,36499.46,2025-04-11,2026-04-11,AGT5005,Active
POL50779,CUST10244,Term,669027.11,31758.89,2026-03-31,2027-03-31,AGT5053,Active
POL50780,CUST10496,Whole,539704.94,28775.97,2022-12-03,2023-12-03,AGT5283,Lapsed
POL50781,CUST10856,Property,765184.38,39951.04,2022-02-07,2023-02-07,AGT5256,Lapsed
POL50782,CUST11541,Term,656820.67,35511.52,2021-03-22,2022-03-22,AGT5226,Active
POL50783,CUST11646,Term,696405.77,32716.85,2023-03-16,2024-03-16,AGT5181,Active
POL50784,CUST11291,Whole,748119.13,36548.55,2026-08-11,2027-08-11,AGT5060,Active
POL50785,CUST11212,Health,363852.46,19304.07,2022-09-11,2023-09-11,AGT5146,Active
POL50786,CUST10870,Health,621046.95,30268.88,2021-10-29,2022-10-29,AGT5169,Lapsed
POL50787,CUST11101,Vehicle,524038.95,25568.32,2024-09-08,2025-09-08,AGT5026,Active
POL50788,CUST10242,Health,654176.25,35888.36,2021-12-30,2022-12-30,AGT5178,Active
POL50789,CUST10443,Health,657613.55,34661.91,2025-12-19,2026-12-19,AGT5026,Active
POL50790,CUST11629,Vehicle,691217.78,37054.92,2025-06-15,2026-06-15,AGT5037,Active
POL50791,CUST11617,Property,684992.23,33612.38,2025-08-28,2026-08-28,AGT5051,Lapsed
POL50792,CUST10531,Property,690798.89,35133.47,2021-09-05,2022-09-05,AGT5057,Active
POL50793,CUST10404,Property,499172.71,24711.81,2021-09-04,2022-09-04,AGT5024,Active
POL50794,CUST10389,Term,536590.51,26562.81,2023-03-03,2024-03-03,AGT5287,Lapsed
POL50795,CUST10803,Property,429296.13,19866.53,2021-04-27,2022-04-27,AGT5240,Lapsed
POL50796,CUST10381,Term,698370.67,37307.89,2022-08-21,2023-08-21,AGT5152,Active
POL50797,CUST11074,Health,576102.27,28174.53,2024-01-18,2025-01-18,AGT5110,Lapsed
POL50798,CUST10128,Health,564450.85,28684.4,2021-10-23,2022-10-23,AGT5057,Active
POL50799,CUST10171,Health,436127.31,23363.65,2021-12-01,2022-12-01,AGT5284,Active
POL50800,CUST10453,Whole,621788.89,32789.9,2023-12-04,2024-12-04,AGT5239,Cancelled
POL50801,CUST11285,Property,560002.41,26310.25,2026-04-23,2027-04-23,AGT5225,Active
POL50802,CUST10532,Health,698344.08,35744.82,2021-05-25,2022-05-25,AGT5141,Active
POL50803,CUST10777,Property,717281.29,35833.44,2021-12-15,2022-12-15,AGT5008,Active
POL50804,CUST11085,Term,582162.47,27711.82,2022-10-24,2023-10-24,AGT5191,Active
POL50805,CUST11300,Property,696255.39,31615.97,2021-09-18,2022-09-18,AGT5146,Lapsed
POL50806,CUST10505,Property,448334.43,22998.62,2023-02-01,2024-02-01,AGT5089,Active
POL50807,CUST11213,Health,385490.17,20353.32,2022-07-28,2023-07-28,AGT5094,Lapsed
POL50808,CUST10468,Term,622093.28,33852.56,2023-01-04,2024-01-04,AGT5017,Active
POL50809,CUST11070,Property,664812.54,32276.54,2023-06-05,2024-06-05,AGT5261,Active
POL50810,CUST10744,Health,368569.75,18057.03,2021-01-25,2022-01-25,AGT5049,Lapsed
POL50811,CUST11535,Term,458167.52,21364.38,2025-07-25,2026-07-25,AGT5243,Active
POL50812,CUST11622,Whole,591848.17,32460.6,2024-07-28,2025-07-28,AGT5291,Active
POL50813,CUST11278,Term,405464.53,21690.68,2022-11-20,2023-11-20,AGT5013,Active
POL50814,CUST11516,Whole,548260.34,29921.88,2021-01-28,2022-01-28,AGT5187,Active
POL50815,CUST10226,Vehicle,560226.16,27985.24,2021-12-26,2022-12-26,AGT5020,Lapsed
POL50816,CUST11083,Vehicle,726444.08,34213.93,2022-06-25,2023-06-25,AGT5249,Lapsed
POL50817,CUST10337,Property,506535.45,25697.48,2024-04-07,2025-04-07,AGT5152,Lapsed
POL50818,CUST10453,Vehicle,441756.68,21522.79,2026-07-28,2027-07-28,AGT5006,Active
POL50819,CUST10865,Whole,387890.68,18804.41,2021-04-14,2022-04-14,AGT5231,Active
POL50820,CUST11226,Term,427893.49,19607.64,2023-11-22,2024-11-22,AGT5229,Active
POL50821,CUST11199,Health,612803.1,28024.4,2026-08-14,2027-08-14,AGT5277,Active
POL50822,CUST11438,Vehicle,546180.47,26647.04,2025-10-11,2026-10-11,AGT5145,Active
POL50823,CUST10927,Property,461509.14,25042.4,2021-09-13,2022-09-13,AGT5279,Lapsed
POL50824,CUST11535,Vehicle,730684.47,38163.82,2026-06-06,2027-06-06,AGT5199,Lapsed
POL50825,CUST11470,Vehicle,675689.48,35545.04,2024-04-09,2025-04-09,AGT5157,Active
POL50826,CUST11404,Vehicle,421229.85,19942.25,2026-07-25,2027-07-25,AGT5107,Active
POL50827,CUST10389,Whole,488548.58,25573.22,2024-11-07,2025-11-07,AGT5087,Active
POL50828,CUST10879,Whole,712034.97,34934.71,2024-09-27,2025-09-27,AGT5186,Lapsed
POL50829,CUST11217,Whole,651586.19,29708.36,2026-07-05,2027-07-05,AGT5221,Active
POL50830,CUST11612,Term,742225.5,36330.55,2024-11-01,2025-11-01,AGT5010,Active
POL50831,CUST10021,Property,414356.03,19189.88,2022-08-31,2023-08-31,AGT5123,Active
POL50832,CUST10542,Health,621393.93,33267.56,2024-06-26,2025-06-26,AGT5013,Active
POL50833,CUST10568,Whole,414418.4,22131.16,2025-12-23,2026-12-23,AGT5118,Active
POL50834,CUST10471,Whole,514614.85,24637.03,2022-07-31,2023-07-31,AGT5239,Lapsed
POL50835,CUST11349,Health,612734.07,31322.49,2025-10-13,2026-10-13,AGT5207,Active
POL50836,CUST10077,Property,658738.84,32039.47,2023-07-26,2024-07-26,AGT5037,Lapsed
POL50837,CUST10595,Term,382307.95,17793.48,2022-09-07,2023-09-07,AGT5215,Lapsed
POL50838,CUST11181,Health,420680.03,21662.53,2024-04-28,2025-04-28,AGT5004,Active
POL50839,CUST10678,Health,622500.79,32744.21,2024-03-08,2025-03-08,AGT5003,Lapsed
POL50840,CUST10240,Whole,433566.79,22869.45,2022-12-20,2023-12-20,AGT5273,Lapsed
POL50841,CUST11015,Health,464232.62,21583.2,2024-07-08,2025-07-08,AGT5009,Active
POL50842,CUST10865,Property,455797.46,22847.21,2022-01-25,2023-01-25,AGT5079,Cancelled
POL50843,CUST11621,Whole,427910.0,19358.22,2024-03-13,2025-03-13,AGT5039,Active
POL50844,CUST11238,Health,642819.01,29506.48,2026-08-09,2027-08-09,AGT5174,Active
POL50845,CUST11632,Term,404901.88,18548.76,2022-01-25,2023-01-25,AGT5156,Cancelled
POL50846,CUST10316,Vehicle,580626.88,26460.27,2024-05-16,2025-05-16,AGT5251,Active
POL50847,CUST11261,Vehicle,639829.45,30927.88,2026-01-20,2027-01-20,AGT5296,Active
POL50848,CUST10911,Whole,407172.23,19779.12,2022-07-11,2023-07-11,AGT5223,Cancelled
POL50849,CUST11183,Health,571699.37,29716.19,2025-02-06,2026-02-06,AGT5140,Active
POL50850,CUST10772,Health,466922.93,22551.82,2025-03-20,2026-03-20,AGT5013,Active
POL50851,CUST10363,Health,641740.83,29779.31,2024-05-23,2025-05-23,AGT5276,Cancelled
POL50852,CUST10078,Vehicle,679515.34,37012.36,2021-01-12,2022-01-12,AGT5168,Lapsed
POL50853,CUST11382,Whole,690653.44,37125.91,2022-12-02,2023-12-02,AGT5065,Active
POL50854,CUST11344,Health,489532.22,22637.07,2022-06-15,2023-06-15,AGT5162,Lapsed
POL50855,CUST10273,Vehicle,688923.22,33500.81,2021-08-01,2022-08-01,AGT5117,Lapsed
POL50856,CUST11071,Vehicle,616133.2,28761.62,2021-11-25,2022-11-25,AGT5105,Active
POL50857,CUST11220,Health,482539.25,26342.36,2020-11-25,2021-11-25,AGT5135,Lapsed
POL50858,CUST10924,Property,416057.93,20203.68,2026-03-20,2027-03-20,AGT5226,Cancelled
POL50859,CUST10524,Property,410725.28,18885.63,2024-04-05,2025-04-05,AGT5049,Active
POL50860,CUST11459,Health,437990.57,22893.08,2026-05-08,2027-05-08,AGT5289,Active
POL50861,CUST11068,Vehicle,491243.0,25602.2,2025-02-09,2026-02-09,AGT5018,Active
POL50862,CUST11198,Whole,742098.39,35183.14,2022-08-24,2023-08-24,AGT5044,Lapsed
POL50863,CUST11080,Vehicle,755976.58,36449.12,2022-05-05,2023-05-05,AGT5202,Lapsed
POL50864,CUST11198,Term,436311.57,21444.8,2024-07-14,2025-07-14,AGT5043,Active
POL50865,CUST10243,Term,741166.08,35336.58,2025-03-28,2026-03-28,AGT5233,Active
POL50866,CUST11530,Whole,657017.9,31463.85,2023-10-19,2024-10-19,AGT5220,Active
POL50867,CUST10468,Whole,576964.14,30588.28,2026-07-16,2027-07-16,AGT5128,Lapsed
POL50868,CUST11378,Whole,752554.36,39523.03,2024-07-24,2025-07-24,AGT5136,Lapsed
POL50869,CUST11478,Whole,659771.88,34259.51,2022-05-28,2023-05-28,AGT5299,Lapsed
POL50870,CUST11079,Whole,613556.99,31823.81,2020-10-24,2021-10-24,AGT5238,Active
POL50871,CUST10990,Whole,465667.8,23385.29,2025-10-03,2026-10-03,AGT5189,Active
POL50872,CUST10179,Term,474755.37,23030.01,2022-08-30,2023-08-30,AGT5042,Lapsed
POL50873,CUST10716,Vehicle,722547.66,37720.93,2022-02-16,2023-02-16,AGT5176,Active
POL50874,CUST11016,Property,467789.93,21594.9,2023-11-29,2024-11-29,AGT5011,Active
POL50875,CUST10140,Vehicle,390211.67,18110.0,2026-02-11,2027-02-11,AGT5075,Active
POL50876,CUST10183,Whole,487497.43,22552.92,2024-08-30,2025-08-30,AGT5209,Active
POL50877,CUST11640,Term,564832.01,29556.07,2022-03-01,2023-03-01,AGT5122,Lapsed
POL50878,CUST10549,Vehicle,522382.68,26597.33,2024-10-18,2025-10-18,AGT5298,Active
POL50879,CUST10579,Health,677531.05,33538.87,2024-12-28,2025-12-28,AGT5281,Cancelled
POL50880,CUST10418,Property,546151.01,27177.74,2024-04-27,2025-04-27,AGT5028,Lapsed
POL50881,CUST11071,Vehicle,714061.92,38042.07,2022-12-18,2023-12-18,AGT5265,Lapsed
POL50882,CUST10781,Property,613945.23,28374.58,2022-08-09,2023-08-09,AGT5259,Active
POL50883,CUST11302,Vehicle,576119.13,28133.3,2023-04-30,2024-04-30,AGT5031,Lapsed
POL50884,CUST10849,Property,446675.32,23495.86,2020-09-16,2021-09-16,AGT5115,Active
POL50885,CUST10029,Health,444861.17,22945.22,2025-11-22,2026-11-22,AGT5284,Active
POL50886,CUST10798,Vehicle,705789.04,34831.72,2021-02-03,2022-02-03,AGT5005,Active
POL50887,CUST10094,Vehicle,672823.83,31786.49,2021-10-29,2022-10-29,AGT5017,Active
POL50888,CUST11362,Term,552192.01,30074.81,2024-06-24,2025-06-24,AGT5153,Active
POL50889,CUST10187,Health,668157.75,32792.64,2021-07-10,2022-07-10,AGT5285,Active
POL50890,CUST10369,Vehicle,687649.55,36980.66,2021-11-24,2022-11-24,AGT5083,Active
POL50891,CUST10760,Whole,428152.47,22597.16,2021-03-23,2022-03-23,AGT5231,Active
POL50892,CUST10333,Property,618283.24,33149.44,2024-03-25,2025-03-25,AGT5208,Active
POL50893,CUST10892,Property,692554.63,31282.15,2025-08-30,2026-08-30,AGT5043,Cancelled
POL50894,CUST10762,Health,632920.44,31502.93,2026-04-07,2027-04-07,AGT5086,Active
POL50895,CUST11575,Vehicle,412526.97,19633.95,2022-02-02,2023-02-02,AGT5187,Active
POL50896,CUST10147,Whole,471475.3,22508.33,2021-02-21,2022-02-21,AGT5144,Active
POL50897,CUST10952,Vehicle,534128.86,25477.09,2025-01-09,2026-01-09,AGT5071,Active
POL50898,CUST11198,Vehicle,473116.55,23132.15,2022-07-17,2023-07-17,AGT5060,Lapsed
POL50899,CUST10214,Term,423059.9,20775.22,2025-01-01,2026-01-01,AGT5167,Active
POL50900,CUST11060,Vehicle,615686.56,31609.6,2022-02-21,2023-02-21,AGT5248,Active
POL50901,CUST11428,Property,580377.28,27860.23,2021-09-24,2022-09-24,AGT5123,Cancelled
POL50902,CUST11297,Term,440628.59,21030.22,2022-03-02,2023-03-02,AGT5277,Active
POL50903,CUST11549,Property,610757.07,29686.51,2022-05-21,2023-05-21,AGT5200,Active
POL50904,CUST11198,Whole,408875.76,21206.4,2023-05-13,2024-05-13,AGT5121,Lapsed
POL50905,CUST10660,Property,532470.81,23962.1,2024-06-27,2025-06-27,AGT5212,Active
POL50906,CUST11527,Vehicle,677571.79,35551.7,2022-04-21,2023-04-21,AGT5134,Lapsed
POL50907,CUST10385,Property,727669.11,35211.68,2025-05-12,2026-05-12,AGT5227,Active
POL50908,CUST10962,Term,475057.01,24115.03,2021-02-25,2022-02-25,AGT5294,Lapsed
POL50909,CUST11266,Vehicle,702894.33,36982.94,2026-07-05,2027-07-05,AGT5236,Cancelled
POL50910,CUST11443,Property,728326.75,36495.25,2023-01-23,2024-01-23,AGT5042,Active
POL50911,CUST11518,Term,613025.6,31553.35,2021-09-05,2022-09-05,AGT5021,Lapsed
POL50912,CUST10144,Whole,763138.49,41361.65,2023-04-28,2024-04-28,AGT5242,Active
POL50913,CUST11206,Health,436161.54,19757.53,2023-09-15,2024-09-15,AGT5254,Active
POL50914,CUST10348,Vehicle,404072.26,19595.6,2025-01-30,2026-01-30,AGT5170,Lapsed
POL50915,CUST11287,Term,703273.56,38165.63,2025-03-27,2026-03-27,AGT5073,Active
POL50916,CUST11159,Term,568790.05,30358.77,2025-08-04,2026-08-04,AGT5264,Cancelled
POL50917,CUST10306,Property,518384.74,26524.86,2025-06-08,2026-06-08,AGT5134,Active
POL50918,CUST11373,Health,369331.49,17466.81,2020-10-16,2021-10-16,AGT5087,Active
POL50919,CUST10763,Vehicle,402428.05,19439.42,2022-12-18,2023-12-18,AGT5109,Active
POL50920,CUST10898,Term,416108.33,22294.9,2025-10-19,2026-10-19,AGT5088,Active
POL50921,CUST11606,Property,455702.37,23688.65,2025-03-24,2026-03-24,AGT5084,Active
POL50922,CUST11085,Property,758604.36,36304.15,2026-03-15,2027-03-15,AGT5097,Active
POL50923,CUST10972,Vehicle,484370.77,22437.24,2024-03-30,2025-03-30,AGT5202,Active
POL50924,CUST10031,Vehicle,686843.88,36270.65,2021-08-03,2022-08-03,AGT5004,Active
POL50925,CUST10340,Vehicle,385338.41,19560.64,2025-01-12,2026-01-12,AGT5108,Active
POL50926,CUST10047,Term,504272.45,27550.61,2022-03-20,2023-03-20,AGT5050,Lapsed
POL50927,CUST10550,Whole,733884.09,36007.96,2023-06-16,2024-06-16,AGT5194,Active
POL50928,CUST10570,Term,452093.06,21922.11,2023-05-25,2024-05-25,AGT5298,Lapsed
POL50929,CUST10877,Health,449408.23,21530.05,2022-12-04,2023-12-04,AGT5236,Active
POL50930,CUST11142,Property,703208.23,35032.99,2024-04-23,2025-04-23,AGT5074,Lapsed
POL50931,CUST10303,Health,392487.09,18928.59,2021-02-07,2022-02-07,AGT5153,Lapsed
POL50932,CUST10996,Whole,405475.53,18543.17,2021-06-29,2022-06-29,AGT5005,Cancelled
POL50933,CUST11519,Term,750020.13,36091.94,2023-06-28,2024-06-28,AGT5123,Lapsed
POL50934,CUST10314,Property,540844.83,25521.85,2021-08-08,2022-08-08,AGT5083,Active
POL50935,CUST11089,Whole,638280.44,33927.06,2021-10-23,2022-10-23,AGT5150,Active
POL50936,CUST10078,Vehicle,426049.81,20175.98,2020-10-01,2021-10-01,AGT5122,Lapsed
POL50937,CUST10879,Health,427062.09,21177.46,2023-09-05,2024-09-05,AGT5204,Lapsed
POL50938,CUST11225,Health,510993.27,26432.34,2025-01-09,2026-01-09,AGT5164,Lapsed
POL50939,CUST10058,Whole,644933.99,29984.44,2023-08-16,2024-08-16,AGT5281,Active
